property_id,locality_name,postal_code,latitude,longitude,property_type,property_subtype,price,type_of_sale,number_of_rooms,living_area,kitchen_type,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_good,number_of_facades,swimming_pool,state_of_building,main_city,province
11141961,sint-joost-ten-node,1210,,,APARTMENT,FLAT_STUDIO,120000.0,BUY_REGULAR,,33.0,NOT_INSTALLED,1.0,,0,1.0,6.0,,,,,,TO_BE_DONE_UP,sint-joost-ten-node,brussel
11158977,elsene,1050,50.8327332,4.3641305,APARTMENT,APARTMENT,325000.0,BUY_REGULAR,,59.0,USA_SEMI_EQUIPPED,1.0,0.0,0,,,,,,2.0,0.0,AS_NEW,elsene,brussel
11072105,brussel,1040,50.8435094,4.3702633,APARTMENT,APARTMENT,650000.0,BUY_REGULAR,,216.0,INSTALLED,1.0,0.0,0,,,,,,3.0,0.0,AS_NEW,etterbeek,brussel
11129303,de haan,8420,51.2571575,2.9994248,APARTMENT,APARTMENT,119000.0,BUY_REGULAR,1.0,48.0,,,,0,,,,,,,,GOOD,de haan,west-vlaanderen
11155131,vorselaar,2290,51.2026925,4.7683497,APARTMENT,APARTMENT,249000.0,BUY_REGULAR,,75.0,SEMI_EQUIPPED,1.0,,1,1.0,,,,,3.0,,GOOD,vorselaar,antwerpen
11142564,waver,1300,50.7213074,4.6252711,APARTMENT,DUPLEX,135000.0,BUY_REGULAR,,45.0,SEMI_EQUIPPED,1.0,,1,,,,,,3.0,,TO_BE_DONE_UP,wavre,waals-brabant
11093958,nijvel,1400,50.5995225,4.333127,APARTMENT,GROUND_FLOOR,165000.0,BUY_REGULAR,,65.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,10.0,,,,,0.0,GOOD,nivelles,waals-brabant
10985322,brussel,1000,50.8474409,4.3475146,APARTMENT,APARTMENT,415000.0,BUY_REGULAR,,93.0,USA_INSTALLED,1.0,,1,,,1.0,45.0,,,,AS_NEW,brussel,brussel
10978765,knokke,8300,51.3519685,3.2886899,APARTMENT,APARTMENT,319000.0,BUY_REGULAR,5.0,29.0,,,,0,,,,,,2.0,,,knokke-heist,west-vlaanderen
11100255,knokke-zoute,8300,51.3496273,3.2848212,APARTMENT,APARTMENT,675000.0,BUY_REGULAR,9.0,85.0,HYPER_EQUIPPED,1.0,,0,,,,,,2.0,,,knokke-heist,west-vlaanderen
11153019,kessel,2560,51.1403599,4.6312648,APARTMENT,APARTMENT,379000.0,BUY_REGULAR,12.0,170.0,HYPER_EQUIPPED,1.0,,0,,,,,,,,,nijlen,antwerpen
11154493,anderlecht,1070,50.8214707,4.2976678,APARTMENT,APARTMENT,169000.0,BUY_REGULAR,,70.0,NOT_INSTALLED,1.0,,0,1.0,13.0,,,,,,TO_RENOVATE,anderlecht,brussel
10952162,oostende,8400,51.2322806,2.9175081,APARTMENT,APARTMENT,800000.0,BUY_REGULAR,12.0,223.0,,1.0,,0,1.0,,,,,,,TO_RENOVATE,oostende,west-vlaanderen
11156572,gent,9051,51.0274241,3.696983,APARTMENT,APARTMENT,320000.0,BUY_REGULAR,,90.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,11.0,,,,4.0,0.0,AS_NEW,gent,oost-vlaanderen
10545648,knokke-heist,8300,51.350444,3.2842117,APARTMENT,APARTMENT,845000.0,BUY_REGULAR,,74.0,USA_SEMI_EQUIPPED,1.0,1.0,0,1.0,4.0,,,,2.0,0.0,AS_NEW,knokke-heist,west-vlaanderen
10892319,vilvoorde,1800,50.9228315,4.4213012,APARTMENT,APARTMENT,346939.0,BUY_REGULAR,,112.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,8.0,,,,4.0,,AS_NEW,vilvoorde,vlaams-brabant
10975236,tienen,3300,50.8074418,4.9483421,APARTMENT,APARTMENT,199000.0,BUY_REGULAR,,104.0,,1.0,0.0,0,1.0,25.0,,,,3.0,0.0,TO_BE_DONE_UP,tienen,vlaams-brabant
11145362,forêt,4870,,,APARTMENT,APARTMENT,270000.0,BUY_REGULAR,,81.0,INSTALLED,1.0,,1,1.0,8.0,,,,4.0,,,trooz,luik
11151705,hélécine,1357,,,APARTMENT,APARTMENT,206500.0,BUY_REGULAR,,69.0,,,,1,,,,,,2.0,,,hélécine,waals-brabant
10857677,elsene,1050,,,APARTMENT,APARTMENT,850000.0,BUY_REGULAR,,176.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,12.0,,,,2.0,0.0,AS_NEW,elsene,brussel
11038477,evere,1140,50.8558693,4.4184622,APARTMENT,PENTHOUSE,462000.0,BUY_REGULAR,,124.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,17.0,,,,2.0,0.0,AS_NEW,evere,brussel
10732841,elsene,1050,50.8157264,4.383899,APARTMENT,APARTMENT,349000.0,BUY_REGULAR,,80.0,,1.0,0.0,0,1.0,,,,,3.0,0.0,TO_BE_DONE_UP,elsene,brussel
10880066,harelbeke,8530,50.8595894,3.3164257,APARTMENT,APARTMENT,355000.0,BUY_REGULAR,,218.0,INSTALLED,1.0,,0,1.0,50.0,,,,,0.0,AS_NEW,harelbeke,west-vlaanderen
10900623,blankenberge,8370,51.3164459,3.13189,APARTMENT,FLAT_STUDIO,139000.0,BUY_REGULAR,1.0,37.0,,,,0,,,,,,,,GOOD,blankenberge,west-vlaanderen
11020535,gavere,9890,50.9299385,3.6374336,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,10.0,90.0,,,,0,1.0,,,,,2.0,,,gavere,oost-vlaanderen
11153163,anderlecht,1070,,,APARTMENT,APARTMENT,210000.0,BUY_REGULAR,,75.0,SEMI_EQUIPPED,1.0,0.0,0,1.0,9.0,,,,2.0,,AS_NEW,anderlecht,brussel
10951739,berchem,2600,51.1828858,4.4380297,APARTMENT,APARTMENT,319000.0,BUY_REGULAR,,140.0,INSTALLED,1.0,,1,1.0,22.0,,,,,,,antwerpen,antwerpen
11076188,sint-jans-molenbeek,1080,50.8590413,4.3091157,APARTMENT,GROUND_FLOOR,249000.0,BUY_REGULAR,,90.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,14.0,,,,2.0,,AS_NEW,sint-jans-molenbeek,brussel
11052730,waver,1300,50.7138241,4.6119057,APARTMENT,APARTMENT,160000.0,BUY_REGULAR,,69.0,SEMI_EQUIPPED,1.0,0.0,0,,,,,,2.0,0.0,TO_RENOVATE,wavre,waals-brabant
11138973,halen,3545,50.9495581,5.1106217,APARTMENT,APARTMENT,282200.0,BUY_REGULAR,5.0,93.0,HYPER_EQUIPPED,1.0,,0,,,,,,,,GOOD,halen,limburg
9985452,knokke-heist,8300,51.3460101,3.268392,APARTMENT,APARTMENT,1365000.0,BUY_REGULAR,16.0,157.0,INSTALLED,1.0,,0,1.0,,,,,,,,knokke-heist,west-vlaanderen
11083322,fosses-la-ville,5070,50.3951938,4.6972814,APARTMENT,APARTMENT,197000.0,BUY_REGULAR,,69.0,USA_INSTALLED,1.0,,0,1.0,9.0,,,,3.0,,JUST_RENOVATED,fosses-la-ville,namen
11102172,overijse,3090,50.7719515,4.5404976,APARTMENT,DUPLEX,450000.0,BUY_REGULAR,,146.0,INSTALLED,1.0,,1,1.0,22.0,,,,3.0,,AS_NEW,overijse,vlaams-brabant
11014595,brussel,1000,50.799716,4.3929406,APARTMENT,GROUND_FLOOR,598000.0,BUY_REGULAR,,149.0,USA_HYPER_EQUIPPED,1.0,1.0,0,1.0,15.0,,,,2.0,,AS_NEW,brussel,brussel
10725918,antwerpen,2060,51.2301643,4.4170893,APARTMENT,FLAT_STUDIO,145000.0,BUY_REGULAR,,31.0,,,,0,1.0,19.0,,,,4.0,,AS_NEW,antwerpen,antwerpen
11016926,lier,2500,51.1426546,4.5509929,APARTMENT,APARTMENT,324520.0,BUY_REGULAR,,94.0,INSTALLED,1.0,,1,1.0,21.0,,,,2.0,,,lier,antwerpen
11149427,knokke-heist,8300,51.3462716,3.2706348,APARTMENT,APARTMENT,1345000.0,BUY_REGULAR,1.0,121.0,,,,0,1.0,,,,,,,GOOD,knokke-heist,west-vlaanderen
11128321,gent,9000,51.0499226,3.7238132,APARTMENT,APARTMENT,639669.0,BUY_REGULAR,,77.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,9.0,,,,2.0,0.0,AS_NEW,gent,oost-vlaanderen
11154902,turnhout,2300,51.3377191,4.9344756,APARTMENT,GROUND_FLOOR,288900.0,BUY_REGULAR,,86.0,INSTALLED,1.0,,1,1.0,12.0,,,,2.0,,,turnhout,antwerpen
11099164,varsenare,8490,51.1867411,3.1459096,APARTMENT,APARTMENT,265000.0,BUY_REGULAR,8.0,114.0,HYPER_EQUIPPED,1.0,,0,,,,,,,,AS_NEW,jabbeke,west-vlaanderen
11153195,antwerpen,2020,51.1821925,4.3915097,APARTMENT,APARTMENT,219000.0,BUY_REGULAR,,89.0,USA_HYPER_EQUIPPED,1.0,,0,1.0,5.0,,,,,,,antwerpen,antwerpen
10897491,bierbeek,3360,50.8552211,4.776519,APARTMENT,APARTMENT,422440.0,BUY_REGULAR,,102.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,12.0,,,,4.0,1.0,AS_NEW,bierbeek,vlaams-brabant
11122796,elsene,1050,,,APARTMENT,APARTMENT,260000.0,BUY_REGULAR,,63.0,USA_HYPER_EQUIPPED,1.0,0.0,0,,,,,,2.0,0.0,AS_NEW,elsene,brussel
11109630,verviers petit-rechain,4800,50.5985488,5.8438436,APARTMENT,APARTMENT,125000.0,BUY_REGULAR,,58.0,INSTALLED,1.0,0.0,0,1.0,16.0,,,,2.0,0.0,GOOD,verviers,luik
11095764,gent,9000,51.0294641,3.7646576,APARTMENT,PENTHOUSE,799000.0,BUY_REGULAR,11.0,130.0,HYPER_EQUIPPED,1.0,,0,1.0,11.0,,,,,,GOOD,gent,oost-vlaanderen
11041554,knokke-heist,8301,51.3399705,3.2304659,APARTMENT,APARTMENT,298000.0,BUY_REGULAR,1.0,44.0,,,,0,,,,,,,,GOOD,knokke-heist,west-vlaanderen
8948318,knokke-heist,8300,51.3435412,3.2836473,APARTMENT,SERVICE_FLAT,458000.0,BUY_REGULAR,,56.0,INSTALLED,1.0,,0,1.0,13.0,,,,3.0,,AS_NEW,knokke-heist,west-vlaanderen
11128562,merchtem,1785,50.9527688,4.2301336,APARTMENT,APARTMENT,265000.0,BUY_REGULAR,,80.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,,,,,3.0,0.0,AS_NEW,merchtem,vlaams-brabant
10920371,antwerpen,2018,51.1978271,4.4044644,APARTMENT,APARTMENT,475000.0,BUY_REGULAR,,101.0,USA_HYPER_EQUIPPED,1.0,,0,1.0,,,,,,,AS_NEW,antwerpen,antwerpen
11157329,machelen diegem,1831,50.8952479,4.4363849,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,,90.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,8.0,,,,2.0,0.0,AS_NEW,machelen,vlaams-brabant
10734920,mechelen,2800,51.0030066,4.4733835,APARTMENT,PENTHOUSE,674500.0,BUY_REGULAR,,174.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,22.0,,,,,,AS_NEW,mechelen,antwerpen
10823887,zellik,1731,50.8859188,4.2727111,APARTMENT,APARTMENT,224750.0,BUY_REGULAR,,69.0,INSTALLED,1.0,0.0,0,1.0,7.0,,,,2.0,,GOOD,asse,vlaams-brabant
11140559,vorst,1190,50.8075484,4.3258636,APARTMENT,APARTMENT,270000.0,BUY_REGULAR,,92.0,INSTALLED,1.0,,0,1.0,4.0,,,,,0.0,AS_NEW,vorst,brussel
10675306,liège chênée,4032,50.6147551,5.6103796,APARTMENT,APARTMENT,180000.0,BUY_REGULAR,,110.0,INSTALLED,1.0,0.0,0,1.0,6.0,,,,2.0,0.0,GOOD,liège,luik
11160908,leuven,3000,50.873571,4.7093409,APARTMENT,FLAT_STUDIO,189000.0,BUY_REGULAR,,29.0,,,,1,,,,,,2.0,,TO_BE_DONE_UP,leuven,vlaams-brabant
11029197,gent,9000,51.0430929,3.724988,APARTMENT,APARTMENT,529629.0,BUY_REGULAR,,85.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,,,,,2.0,,AS_NEW,gent,oost-vlaanderen
11103591,sint-jans-molenbeek,1080,,,APARTMENT,APARTMENT,195000.0,BUY_REGULAR,,100.0,INSTALLED,1.0,,0,1.0,,,,,2.0,,TO_BE_DONE_UP,sint-jans-molenbeek,brussel
11147421,montegnée,4420,50.6419582,5.5208475,APARTMENT,APARTMENT,162138.0,BUY_REGULAR,,60.0,INSTALLED,1.0,,1,,,,,,2.0,,AS_NEW,saint-nicolas,luik
10890097,knokke-heist,8300,51.3496524,3.2898276,APARTMENT,APARTMENT,639000.0,BUY_REGULAR,1.0,94.0,,,,0,,,,,,,,GOOD,knokke-heist,west-vlaanderen
10984827,elsene,1050,50.8206767,4.3667163,APARTMENT,APARTMENT,732000.0,BUY_REGULAR,5.0,120.0,,,,0,1.0,19.0,,,,,,,elsene,brussel
11113257,gavere,9890,50.930874,3.6587791,APARTMENT,SERVICE_FLAT,185000.0,BUY_REGULAR,1.0,70.0,,1.0,,0,,,,,,2.0,,GOOD,gavere,oost-vlaanderen
10777288,wezembeek-oppem,1970,50.8333181,4.498388,APARTMENT,SERVICE_FLAT,159000.0,BUY_REGULAR,,60.0,USA_INSTALLED,1.0,,0,1.0,,,,,2.0,,AS_NEW,wezembeek-oppem,vlaams-brabant
11162182,tubeke,1480,,,APARTMENT,DUPLEX,225000.0,BUY_REGULAR,,105.0,,,,0,,,,,,2.0,0.0,GOOD,tubize,waals-brabant
11156437,schaarbeek,1030,,,APARTMENT,APARTMENT,420000.0,BUY_REGULAR,,107.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,12.0,,,,2.0,0.0,JUST_RENOVATED,schaarbeek,brussel
11011915,knokke-heist,8300,51.3394009,3.2859442,APARTMENT,APARTMENT,1195000.0,BUY_REGULAR,15.0,140.0,HYPER_EQUIPPED,1.0,,0,,,,,,2.0,,AS_NEW,knokke-heist,west-vlaanderen
11000331,schaarbeek,1030,,,APARTMENT,APARTMENT,190000.0,BUY_REGULAR,,72.0,INSTALLED,1.0,0.0,0,,,,,,2.0,0.0,GOOD,schaarbeek,brussel
11043486,ruisbroek,2870,51.0833344,4.3242777,APARTMENT,APARTMENT,149000.0,BUY_REGULAR,,85.0,SEMI_EQUIPPED,1.0,,1,1.0,18.0,1.0,104.0,,2.0,,GOOD,puurs-sint-amands,antwerpen
11145292,ville de bruxelles,1000,50.8476358,4.3529321,APARTMENT,APARTMENT,340000.0,BUY_REGULAR,,87.0,INSTALLED,1.0,,0,,,,,,,0.0,AS_NEW,brussel,brussel
10610625,ellezelles,7890,50.7352711,3.6819951,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,9.0,95.0,,1.0,,0,1.0,12.0,1.0,3000.0,,4.0,,GOOD,ellezelles,henegouwen
11161324,mechelen,2800,51.0240088,4.468717,APARTMENT,APARTMENT,392689.0,BUY_REGULAR,5.0,95.0,,,,0,1.0,11.0,,,,,,,mechelen,antwerpen
10555484,liège 2,4020,50.6363136,5.5960861,APARTMENT,APARTMENT,185000.0,BUY_REGULAR,,74.0,INSTALLED,1.0,0.0,0,,,,,,3.0,,GOOD,liège,luik
11092332,hasselt,3500,50.9284488,5.3465261,APARTMENT,FLAT_STUDIO,99000.0,BUY_REGULAR,,25.0,,,0.0,0,,,,,,2.0,0.0,,hasselt,limburg
11140534,schaarbeek,1030,50.8763925,4.3801487,APARTMENT,DUPLEX,415000.0,BUY_REGULAR,,147.0,NOT_INSTALLED,1.0,0.0,0,,,1.0,22.0,,4.0,0.0,TO_RENOVATE,schaarbeek,brussel
11155560,antwerpen,2018,51.1995389,4.4034994,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,,72.0,SEMI_EQUIPPED,1.0,,1,,,,,,,,GOOD,antwerpen,antwerpen
11143943,brussel,1020,50.8800877,4.3491167,APARTMENT,APARTMENT,139000.0,BUY_REGULAR,,50.0,INSTALLED,1.0,0.0,0,,,,,,2.0,0.0,TO_BE_DONE_UP,brussel,brussel
11150235,vilvoorde,1800,50.9280834,4.4277078,APARTMENT,APARTMENT,247500.0,BUY_REGULAR,,75.0,INSTALLED,1.0,0.0,0,1.0,6.0,,,,4.0,0.0,AS_NEW,vilvoorde,vlaams-brabant
11154439,mortsel,2640,51.1653708,4.449512,APARTMENT,GROUND_FLOOR,299000.0,BUY_REGULAR,,70.0,INSTALLED,1.0,,1,,,1.0,109.0,,2.0,,JUST_RENOVATED,mortsel,antwerpen
11133792,oudergem,1160,50.8208162,4.4297464,APARTMENT,APARTMENT,375000.0,BUY_REGULAR,,110.0,,1.0,0.0,0,1.0,9.0,,,,3.0,0.0,GOOD,oudergem,brussel
11150712,knokke-heist,8300,51.3416429,3.2446897,APARTMENT,APARTMENT,1650000.0,BUY_REGULAR,18.0,135.0,HYPER_EQUIPPED,1.0,,0,,,,,,,,GOOD,knokke-heist,west-vlaanderen
11121834,nieuwpoort,8620,51.1483879,2.7166026,APARTMENT,APARTMENT,295000.0,BUY_REGULAR,,70.0,SEMI_EQUIPPED,1.0,,1,1.0,,,,,2.0,,TO_BE_DONE_UP,nieuwpoort,west-vlaanderen
11154673,veldegem,8210,51.1046542,3.1594658,APARTMENT,GROUND_FLOOR,249000.0,BUY_REGULAR,1.0,102.0,,,,0,1.0,,,,,2.0,,GOOD,zedelgem,west-vlaanderen
11151165,ukkel,1180,,,APARTMENT,DUPLEX,599000.0,BUY_REGULAR,,136.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,15.0,1.0,120.0,,,,GOOD,ukkel,brussel
11149591,nandrin,4550,50.5014238,5.4223718,APARTMENT,APARTMENT,169000.0,BUY_REGULAR,,96.0,SEMI_EQUIPPED,1.0,,1,1.0,12.0,1.0,220.0,,,,GOOD,nandrin,luik
11016580,brussel,1020,50.8739814,4.3514701,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,,93.0,USA_SEMI_EQUIPPED,1.0,0.0,0,1.0,6.0,,,,2.0,0.0,AS_NEW,brussel,brussel
11158646,mechelen,2800,51.0240088,4.468717,APARTMENT,APARTMENT,461524.0,BUY_REGULAR,5.0,103.0,,,,0,1.0,13.0,,,,,,,mechelen,antwerpen
11091714,sint-jans-molenbeek,1080,,,APARTMENT,DUPLEX,465000.0,BUY_REGULAR,,206.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,12.0,,,,2.0,0.0,AS_NEW,sint-jans-molenbeek,brussel
10950794,zeebrugge,8380,51.3315241,3.2035032,APARTMENT,APARTMENT,399000.0,BUY_REGULAR,1.0,120.0,,,,0,,,1.0,22.0,,,,GOOD,brugge,west-vlaanderen
11143449,geraardsbergen,9500,50.7692382,3.8775412,APARTMENT,APARTMENT,195000.0,BUY_REGULAR,,50.0,,,,0,,,,,,2.0,,GOOD,geraardsbergen,oost-vlaanderen
11144534,leopoldsburg,3971,51.1092226,5.2295277,APARTMENT,APARTMENT,199000.0,BUY_REGULAR,1.0,110.0,,1.0,,0,1.0,17.0,,,,,,GOOD,leopoldsburg,limburg
11151900,schaarbeek,1030,50.8601766,4.3750571,APARTMENT,DUPLEX,375000.0,BUY_REGULAR,4.0,120.0,,1.0,,0,1.0,6.0,,,,,,GOOD,schaarbeek,brussel
11161798,dendermonde,9200,51.0219963,4.114072,APARTMENT,APARTMENT,220000.0,BUY_REGULAR,,67.0,,1.0,0.0,0,,,,,,3.0,0.0,,dendermonde,oost-vlaanderen
10880166,st-jans-molenbeek,1080,50.8530853,4.3009629,APARTMENT,APARTMENT,229000.0,BUY_REGULAR,,95.0,INSTALLED,1.0,,0,1.0,,,,,,,GOOD,sint-jans-molenbeek,brussel
11097428,oostende,8400,51.2168949,2.8847985,APARTMENT,APARTMENT,220000.0,PUBLIC_SALE,,60.0,INSTALLED,1.0,,0,1.0,,,,,2.0,,AS_NEW,oostende,west-vlaanderen
11135012,gent,9000,51.0477043,3.7104242,APARTMENT,APARTMENT,295000.0,BUY_REGULAR,,90.0,SEMI_EQUIPPED,1.0,,0,1.0,,,,,,,GOOD,gent,oost-vlaanderen
11147890,jabbeke,8490,51.1831069,3.1400117,APARTMENT,APARTMENT,599000.0,BUY_REGULAR,3.0,120.0,,1.0,,1,1.0,,,,,,,GOOD,jabbeke,west-vlaanderen
11103404,schaarbeek,1030,,,APARTMENT,APARTMENT,310000.0,BUY_REGULAR,,118.0,SEMI_EQUIPPED,1.0,0.0,0,1.0,7.0,,,,2.0,0.0,TO_RENOVATE,schaarbeek,brussel
11087397,ukkel,1180,50.8127314,4.3539477,APARTMENT,GROUND_FLOOR,390000.0,BUY_REGULAR,,98.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,30.0,,,,2.0,0.0,AS_NEW,ukkel,brussel
11093907,brussel,1000,,,APARTMENT,DUPLEX,1080000.0,BUY_REGULAR,4.0,229.0,USA_HYPER_EQUIPPED,1.0,,0,1.0,,,,,4.0,1.0,AS_NEW,brussel,brussel
11075773,brussel,1000,50.863423,4.3547239,APARTMENT,APARTMENT,185000.0,BUY_REGULAR,2.0,38.0,,,1.0,0,,,,,,,,GOOD,brussel,brussel
11008988,knokke-zoute,8300,,,APARTMENT,APARTMENT,2585000.0,BUY_REGULAR,,130.0,,,0.0,0,1.0,,,,,2.0,0.0,AS_NEW,knokke-heist,west-vlaanderen
10943929,oostende,8400,51.2208277,2.9019268,APARTMENT,APARTMENT,274000.0,BUY_REGULAR,,90.0,,,0.0,0,1.0,,,,,2.0,0.0,,oostende,west-vlaanderen
11053072,gent,9000,51.0509732,3.7012871,APARTMENT,SERVICE_FLAT,349500.0,BUY_REGULAR,8.0,81.0,INSTALLED,1.0,,0,1.0,10.0,,,,,,,gent,oost-vlaanderen
11148946,sint-joost-ten-node,1210,50.8489056,4.3699398,APARTMENT,APARTMENT,349000.0,BUY_REGULAR,,110.0,USA_HYPER_EQUIPPED,1.0,0.0,0,,,,,,2.0,,,sint-joost-ten-node,brussel
10910999,oostende,8400,51.2280326,2.9203142,APARTMENT,APARTMENT,870000.0,BUY_REGULAR,13.0,160.0,HYPER_EQUIPPED,1.0,,0,1.0,8.0,,,,,,GOOD,oostende,west-vlaanderen
11162293,ukkel,1180,50.7839935,4.378974,APARTMENT,DUPLEX,499000.0,BUY_REGULAR,,178.0,NOT_INSTALLED,1.0,0.0,0,1.0,4.0,,,,2.0,0.0,TO_RENOVATE,ukkel,brussel
11148029,tongeren,3700,50.7842388,5.4701038,APARTMENT,APARTMENT,189000.0,BUY_REGULAR,,98.0,SEMI_EQUIPPED,1.0,,1,1.0,3.0,,,,,,TO_BE_DONE_UP,tongeren,limburg
11041454,melle,9090,51.0191237,3.7698478,APARTMENT,APARTMENT,212500.0,BUY_REGULAR,2.0,60.0,,1.0,,0,1.0,4.0,,,,,,GOOD,melle,oost-vlaanderen
11148782,schoten,2900,51.2467552,4.497924,APARTMENT,DUPLEX,320000.0,BUY_REGULAR,,108.0,INSTALLED,1.0,,1,1.0,30.0,,,,2.0,,GOOD,schoten,antwerpen
11130013,knokke,8300,51.3385642,3.2777801,APARTMENT,APARTMENT,660000.0,BUY_REGULAR,13.0,83.0,HYPER_EQUIPPED,1.0,,0,1.0,16.0,,,,2.0,,GOOD,knokke-heist,west-vlaanderen
11153085,putte,2580,51.0594984,4.6273196,APARTMENT,APARTMENT,342760.0,BUY_REGULAR,10.0,91.0,HYPER_EQUIPPED,1.0,,0,1.0,,,,,,,,putte,antwerpen
10932799,leuven,3000,50.8861558,4.6994014,APARTMENT,DUPLEX,759527.0,BUY_REGULAR,,190.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,15.0,1.0,,,3.0,,AS_NEW,leuven,vlaams-brabant
10267881,vilvoorde,1800,50.9258341,4.4423874,APARTMENT,APARTMENT,279500.0,BUY_REGULAR,,104.0,,,0.0,0,1.0,8.0,,,,2.0,0.0,GOOD,vilvoorde,vlaams-brabant
11149122,antwerpen berchem,2600,51.1850075,4.4430934,APARTMENT,APARTMENT,225000.0,BUY_REGULAR,,63.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,17.0,,,,2.0,0.0,AS_NEW,antwerpen,antwerpen
10918665,gent,9000,51.0652335,3.690419,APARTMENT,PENTHOUSE,425000.0,BUY_REGULAR,,118.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,11.0,,,,,0.0,AS_NEW,gent,oost-vlaanderen
11157252,bonheiden,2820,51.0366155,4.5537964,APARTMENT,APARTMENT,325000.0,BUY_REGULAR,,76.0,INSTALLED,1.0,,0,1.0,,,,,3.0,,GOOD,bonheiden,antwerpen
11141769,genk,3600,51.0121937,5.4905408,APARTMENT,APARTMENT,265000.0,BUY_REGULAR,,109.0,INSTALLED,1.0,,0,1.0,6.0,,,,,0.0,AS_NEW,genk,limburg
11115297,sint-jans-molenbeek,1080,50.8491067,4.3032569,APARTMENT,APARTMENT,180000.0,BUY_REGULAR,,80.0,SEMI_EQUIPPED,1.0,0.0,0,1.0,7.0,,,,2.0,0.0,GOOD,sint-jans-molenbeek,brussel
11144165,remicourt,4350,50.6831874,5.3224979,APARTMENT,PENTHOUSE,315000.0,BUY_REGULAR,,139.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,19.0,,,,3.0,0.0,AS_NEW,remicourt,luik
11154974,bruxelles  8,1080,,,APARTMENT,APARTMENT,199000.0,BUY_REGULAR,,90.0,INSTALLED,1.0,0.0,0,1.0,10.0,,,,2.0,,,sint-jans-molenbeek,brussel
11060608,gent,9000,51.0554828,3.6924317,APARTMENT,APARTMENT,215000.0,BUY_REGULAR,,55.0,SEMI_EQUIPPED,1.0,,0,1.0,,,,,2.0,,,gent,oost-vlaanderen
11136118,antwerpen,2060,51.2183202,4.4254668,APARTMENT,APARTMENT,245000.0,BUY_REGULAR,1.0,100.0,,,,0,,,,,,3.0,,GOOD,antwerpen,antwerpen
11118233,vilvoorde,1800,50.9184451,4.4228382,APARTMENT,LOFT,555000.0,BUY_REGULAR,,215.0,INSTALLED,1.0,0.0,0,1.0,,,,,2.0,,AS_NEW,vilvoorde,vlaams-brabant
11000833,elsene,1050,50.8309623,4.3762553,APARTMENT,APARTMENT,415000.0,BUY_REGULAR,,80.0,USA_INSTALLED,1.0,0.0,0,1.0,,,,,3.0,,AS_NEW,elsene,brussel
11159666,oudergem,1160,,,APARTMENT,APARTMENT,249000.0,BUY_REGULAR,,77.0,,1.0,0.0,0,1.0,17.0,,,,,0.0,TO_BE_DONE_UP,oudergem,brussel
10969756,nieuwenrode,1880,50.9796032,4.3505284,APARTMENT,APARTMENT,199000.0,BUY_REGULAR,,65.0,,1.0,0.0,0,1.0,14.0,,,,2.0,0.0,,kapelle-op-den-bos,vlaams-brabant
10766523,izegem,8870,50.9112168,3.2148666,APARTMENT,APARTMENT,280000.0,BUY_REGULAR,4.0,130.0,,,,0,,,,,,,,GOOD,izegem,west-vlaanderen
11162806,evere,1140,50.873875,4.4038291,APARTMENT,APARTMENT,165000.0,BUY_REGULAR,,67.0,SEMI_EQUIPPED,1.0,0.0,0,1.0,7.0,,,,,,TO_BE_DONE_UP,evere,brussel
11038998,liberchies,6238,,,APARTMENT,APARTMENT,285000.0,BUY_REGULAR,,100.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,,,,,2.0,0.0,AS_NEW,pont-à-celles,henegouwen
11080168,erpe-mere,9420,50.9168569,3.9296648,APARTMENT,DUPLEX,320000.0,BUY_REGULAR,,142.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,6.0,,,,2.0,0.0,AS_NEW,erpe-mere,oost-vlaanderen
