property_id,locality_name,postal_code,street_name,house_number,latitude,longitude,property_type,property_subtype,price,type_of_sale,number_of_rooms,living_area,kitchen_type,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_good,number_of_facades,swimming_pool,state_of_building
10911254,Elsene,1050,,,,,APARTMENT,APARTMENT,425000,BUY_REGULAR,,80,USA_HYPER_EQUIPPED,1,0,0,1,5,,,,2,,GOOD
10602280,Oostende,8400,Louisastraat,22,51.234131,2.9160477,APARTMENT,APARTMENT,375000,BUY_REGULAR,11,85,,1,,0,1,,,,,,,
10599103,Knokke,8300,Duinviooltjesstraat,26,51.3504241,3.2904199,APARTMENT,DUPLEX,795000,BUY_REGULAR,11,85,,,,0,1,,,,,,,
11109455,Trooz,4870,Rys de Mosbeux,93,50.5598938,5.6929165,APARTMENT,APARTMENT,185000,BUY_REGULAR,,70,INSTALLED,1,0,0,1,8,,,,4,0,AS_NEW
11012300,Izegem,8870,Rozenlaan,71,50.9063893,3.2179011,APARTMENT,APARTMENT,208000,BUY_REGULAR,11,87,INSTALLED,1,,0,1,8,,,,,,
11153295,Leuven Kessel-Lo,3010,Boulevardstraat,8,50.8737092,4.717184,HOUSE,HOUSE,329000,BUY_REGULAR,,134,,1,0,0,1,10,,,110,2,,TO_RENOVATE
11156338,Wijnegem,2110,Stokerijstraat,17,51.223971,4.544228,APARTMENT,APARTMENT,995000,BUY_REGULAR,3,170,INSTALLED,1,,1,1,22,,,,3,,
11133918,Bruxelles,1000,Galerie du Commerce,"6,5.10",50.8510449,4.3553982,APARTMENT,APARTMENT,265000,BUY_REGULAR,,63,USA_HYPER_EQUIPPED,1,,0,1,7,,,,4,0,GOOD
11160271,Wommelgem,2160,Welkomstraat,98,51.1998815,4.5254868,APARTMENT,APARTMENT,60000,BUY_REGULAR,,55,,,,0,1,10,,,,3,0,
11120521,GENVAL,1332,,,,,APARTMENT,APARTMENT,185000,BUY_REGULAR,,29,NOT_INSTALLED,1,,0,1,4,,,,,,AS_NEW
11050393,Antwerpen (2000),2000,Kattendijkdok-Westkaai,71,51.2332935,4.4057307,APARTMENT,APARTMENT,475000,BUY_REGULAR,9,100,,1,,0,1,9,,,,,,
11150935,Ixelles,1000,Boulevard De La Cambre - Terkamerenlaan,3,50.8166193,4.3767421,APARTMENT,APARTMENT,265000,BUY_REGULAR,,53,USA_HYPER_EQUIPPED,1,1,0,1,2,,,,,0,GOOD
11047980,Lier,2500,Antwerpsesteenweg,179,51.1389281,4.5566546,APARTMENT,APARTMENT,219500,BUY_REGULAR,,61,HYPER_EQUIPPED,1,,0,1,4,,,,2,0,AS_NEW
11162447,Nieuwpoort,8620,Witte Brigadelaan,5,51.1286773,2.7429567,HOUSE,HOUSE,475000,BUY_REGULAR,1,208,,1,,0,,,,,159,3,,TO_RENOVATE
11159930,PEUTIE,1800,,,,,HOUSE,HOUSE,349000,BUY_REGULAR,,175,SEMI_EQUIPPED,1,,1,1,11,1,70,190,2,,GOOD
11118565,Bertrix,6880,Rue des Corettes,"0,/Bloc A",49.8672169,5.2504373,APARTMENT,APARTMENT,239900,BUY_REGULAR,,97,,,0,0,1,,,,,,0,
11038540,Luik,4000,Rue du Centre,29,50.6103734,5.5525909,HOUSE,MIXED_USE_BUILDING,160000,BUY_REGULAR,,,USA_SEMI_EQUIPPED,1,,0,1,,,,0,2,,TO_BE_DONE_UP
11052641,Jette,1090,Rue Fernand Pire,36,50.8727516,4.3324572,APARTMENT,APARTMENT,179000,BUY_REGULAR,,64,HYPER_EQUIPPED,1,0,0,,,,,,2,0,TO_BE_DONE_UP
11141163,Waver,1300,,,,,APARTMENT,APARTMENT,165000,BUY_REGULAR,,44,HYPER_EQUIPPED,1,0,0,,,,,,,0,GOOD
11148087,Borgloon,3840,Graethemstraat,18,50.8032149,5.3411829,APARTMENT,APARTMENT,359000,BUY_REGULAR,,122,INSTALLED,1,,1,1,18,,,,3,,
11153221,Elsene,1050,Avenue Général Dossin de Saint-Georges,61,50.8095584,4.3868558,APARTMENT,APARTMENT,395000,BUY_REGULAR,,108,INSTALLED,1,,0,1,,,,,3,0,AS_NEW
11079540,Gent,9000,Zuidstationstraat,17,51.0487895,3.732865,APARTMENT,APARTMENT,535000,BUY_REGULAR,9,120,HYPER_EQUIPPED,1,,0,1,,,,,2,,AS_NEW
11152828,Lier,2500,Acaciaplein,2,51.1259658,4.5572139,HOUSE,HOUSE,269000,BUY_REGULAR,,119,,,,1,,,1,40,160,3,,TO_RENOVATE
10953268,Elsene,1050,Rue des Egyptiens,4,50.814357,4.3895835,APARTMENT,APARTMENT,305000,BUY_REGULAR,,90,INSTALLED,1,0,0,,,,,,2,0,TO_RENOVATE
11161929,Opwijk Mazenzele,1745,Zottegemstraat,8,50.943309,4.1666418,HOUSE,HOUSE,475000,BUY_REGULAR,,247,INSTALLED,1,0,0,1,22,1,340,615,4,,GOOD
10647226,Oostende,8400,Zeedijk,139,51.2197105,2.8866781,APARTMENT,APARTMENT,650000,BUY_REGULAR,3,,,1,,0,1,5,,,,2,,GOOD
10815316,Bredene,8450,Meeuwenlaan,11,51.2461,2.959013,APARTMENT,APARTMENT,279000,BUY_REGULAR,6,75,INSTALLED,1,,0,,,,,,,,
11147442,Oosterzele,9860,Rollebaan,1,50.9588481,3.7790044,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11157213,Knokke-Heist,8300,Maes en Boereboomplein,1,51.33667,3.2375,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11017997,Ukkel,1180,Rue de Stalle,290,50.7952533,4.3197984,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11104826,Pentagone (Bruxelles),1000,Rue des Pierres,4,50.8475706,4.3494902,APARTMENT,APARTMENT,359000,BUY_REGULAR,,97,,1,0,0,1,20,,,,2,0,
10623463,Brugge,8200,Rijselstraat,2,51.1925588,3.2131586,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11154250,Koksijde,8670,Prof. Blanchardlaan,22,51.1139221,2.6246602,APARTMENT,APARTMENT,170000,BUY_REGULAR,1,37,,,,0,1,,,,,,,GOOD
11153420,Asse,1730,Nieuwstraat,119,50.9072359,4.1916732,HOUSE,MIXED_USE_BUILDING,419000,BUY_REGULAR,,80,USA_HYPER_EQUIPPED,1,0,0,1,13,1,100,86,2,0,GOOD
10837406,Sint-Martens-Latem,9830,Kortrijksesteenweg,139,51.0103403,3.6374217,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11158212,Poperinge,8970,Toekomststraat,37,50.8521051,2.7303464,HOUSE,HOUSE,189000,BUY_REGULAR,4,,,,,0,1,,,,531,3,,GOOD
11154395,Dour,7370,,,,,HOUSE,HOUSE,55000,BUY_REGULAR,,95,,,,1,,,,,0,2,,TO_RENOVATE
10972982,Schaarbeek,1030,Rue Stroobants,48,50.8789854,4.3924799,APARTMENT,PENTHOUSE,489000,BUY_REGULAR,,108,USA_HYPER_EQUIPPED,1,0,0,1,14,,,,3,0,
11122014,Scheldewindeke,9860,Stationsstraat,36,50.9376583,3.7809153,APARTMENT,DUPLEX,350000,BUY_REGULAR,,109,HYPER_EQUIPPED,1,,0,,,,,,3,,GOOD
10689581,Blankenberge,8370,Koninginlaan,75,51.3157283,3.1358303,APARTMENT,FLAT_STUDIO,155000,BUY_REGULAR,1,51,,,,0,1,,,,,,,GOOD
11156936,Deurne (Antwerpen),2100,De Bisthovenlei,80,51.2270611,4.4570102,APARTMENT,APARTMENT,149000,BUY_REGULAR,,52,,,0,0,1,3,,,,3,0,
11162926,Houthalen-Helchteren,3530,Kerkmansstraat,1,51.0300013,5.3921144,HOUSE,HOUSE,245000,BUY_REGULAR,1,110,,1,,0,,,1,200,465,3,,TO_BE_DONE_UP
11000173,MOLENBEEK-SAINT-JEAN,1080,Boulevard Louis Mettewie,71,50.8551343,4.3053143,APARTMENT,APARTMENT,227000,BUY_REGULAR,,100,HYPER_EQUIPPED,1,0,0,1,8,,,,2,0,AS_NEW
11160059,Vorst,1190,Rue Berkendael,49,50.8179856,4.346715,HOUSE,HOUSE,875000,BUY_REGULAR,,227,USA_HYPER_EQUIPPED,1,0,0,1,24,,,0,2,0,AS_NEW
11095766,Sint-Denijs-Westrem,9051,Raymonde de Larochelaan,1,51.0274241,3.696983,APARTMENT,APARTMENT,365000,BUY_REGULAR,11,101,HYPER_EQUIPPED,1,,0,1,13,,,,,,GOOD
10962799,Hannuit,4280,Rue de Tirlemont,94,50.6816095,5.0676628,APARTMENT,APARTMENT,370000,BUY_REGULAR,,102,USA_INSTALLED,1,0,0,1,15,,,,2,0,GOOD
11149155,Bonheiden,2820,Brouwersdreef,25,51.0271917,4.5267577,HOUSE,VILLA,845000,BUY_REGULAR,,208,HYPER_EQUIPPED,1,0,0,1,30,1,670,670,4,0,
10817765,Sleidinge,9940,Sleidinge Dorp,136,51.1362519,3.6800897,APARTMENT,APARTMENT,325000,BUY_REGULAR,18,94,INSTALLED,1,,0,1,16,,,,2,,GOOD
11144540,Spiere-Helkijn,8587,,,,,HOUSE,COUNTRY_COTTAGE,849000,BUY_REGULAR,,468,,,0,0,,,,,1535,4,0,
11036968,Oostende,8400,Van Iseghemlaan,78,51.230638,2.9123364,APARTMENT,APARTMENT,260000,BUY_REGULAR,9,78,INSTALLED,1,,0,,,,,,,,
11122013,Gent,9000,Scandinaviëstraat,49,51.0692745,3.7392222,APARTMENT,APARTMENT,179900,BUY_REGULAR,,84,INSTALLED,1,,0,,,,,,,,GOOD
11156271,Deurne,2100,Leeuwlantstraat,151,51.2246681,4.4660479,HOUSE,HOUSE,319000,BUY_REGULAR,,145,SEMI_EQUIPPED,1,,1,1,15,,,78,2,,GOOD
9029181,Oostende,8400,Victorialaan,7,51.2358457,2.9331821,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11140881,Gavere,9890,Egmont Park,11,50.9284071,3.679605,APARTMENT,APARTMENT,269700,BUY_REGULAR,,76,HYPER_EQUIPPED,1,0,0,1,11,,,,4,,AS_NEW
11151805,Linkeroever,2050,August Vermeylenlaan,3,51.2327208,4.3788345,APARTMENT,APARTMENT,210000,BUY_REGULAR,,80,INSTALLED,1,0,0,1,12,,,,2,0,
11093235,ENGIS,4480,Rue Thier Oulet,8,50.5833044,5.4028155,HOUSE,HOUSE,165000,BUY_REGULAR,,104,SEMI_EQUIPPED,1,,0,1,7,1,560,760,3,,TO_BE_DONE_UP
11156970,Colfontaine,7340,rue de Maubeuge,23,50.4124428,3.8548951,HOUSE,HOUSE,95000,BUY_REGULAR,,,SEMI_EQUIPPED,1,0,0,,,,,0,3,,TO_BE_DONE_UP
11157546,Sint-Gillis-Waas,9170,Dries,11,51.1936719,4.0969668,APARTMENT,APARTMENT,299000,BUY_REGULAR,,90,,,0,0,1,10,,,,3,0,GOOD
11142769,Beveren,9120,Yzerhand,22,51.2158653,4.2519533,APARTMENT,APARTMENT,325000,BUY_REGULAR,,220,,1,0,0,1,12,,,,2,0,
10961464,Anderlecht,1070,Avenue Marius Renard,39,50.8265304,4.2858963,APARTMENT,APARTMENT,219000,BUY_REGULAR,,105,NOT_INSTALLED,1,0,0,1,7,,,,3,0,TO_RENOVATE
11145504,Heule,8501,Zomertij,51,50.838355,3.226811,HOUSE,HOUSE,249500,BUY_REGULAR,3,155,,,,0,,,,,180,,,
11144396,Oostende,8400,Spalaan,78,51.2110168,2.8791363,APARTMENT,APARTMENT,210000,BUY_REGULAR,,79,,,0,0,1,,,,,2,0,
11003574,Antwerpen,2000,Frankrijklei,35,51.2169576,4.4151767,APARTMENT,APARTMENT,395000,BUY_REGULAR,,155,USA_SEMI_EQUIPPED,1,0,0,1,3,,,,2,,
11089513,Brugge,8000,Gulden-Vlieslaan,10,51.2104163,3.214247,APARTMENT,APARTMENT,549000,BUY_REGULAR,,138,USA_HYPER_EQUIPPED,1,0,0,,,,,,2,,JUST_RENOVATED
11162467,FLÉMALLE-HAUTE,4400,Route de Souxhon,241,50.6111923,5.4584199,HOUSE,HOUSE,239000,BUY_REGULAR,,220,SEMI_EQUIPPED,1,,1,1,65,1,300,773,3,,TO_RENOVATE
11145243,Elsene,1050,,,,,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11154625,Geel,2440,Velveken,54,51.1570547,4.940567,HOUSE,VILLA,895000,BUY_REGULAR,,393,,,,1,1,,1,,3281,,,AS_NEW
11154995,BERCHEM-SAINTE-AGATHE,1082,,,,,APARTMENT,APARTMENT,260000,BUY_REGULAR,,110,INSTALLED,1,,1,1,8,,,,2,,
11143452,Affligem,1790,Langestraat,88,50.9211205,4.098925,HOUSE,HOUSE,425000,BUY_REGULAR,15,168,INSTALLED,1,,0,,,,,602,,,
10456996,Vilvoorde,1800,Tuchthuisstraat,2,50.9262731,4.4240836,APARTMENT,SERVICE_FLAT,225000,BUY_REGULAR,,54,,1,,1,1,11,,,,2,,
11154025,Heusden-Zolder,3550,Korenhof,14,51.0190223,5.3074674,APARTMENT,APARTMENT,385000,BUY_REGULAR,1,125,,1,,0,1,35,,,,,,GOOD
11159797,Stabroek,2940,Lepelstraat,59,51.3502941,4.3974632,APARTMENT,APARTMENT,239000,BUY_REGULAR,,135,HYPER_EQUIPPED,1,,1,,,1,44,,,,TO_BE_DONE_UP
11139418,Oostende,8400,Torhoutsesteenweg,109,51.2225141,2.9084437,APARTMENT,APARTMENT,235000,BUY_REGULAR,,86,INSTALLED,1,0,0,1,7,,,,2,0,AS_NEW
10916933,Wetteren,9230,Dendermondesteenweg,11,51.0112803,3.9063254,APARTMENT,APARTMENT,155000,BUY_REGULAR,,80,SEMI_EQUIPPED,1,,0,1,25,,,,3,,GOOD
10764222,Knokke,8300,Diksmuidestraat 33 | Alexandro 1.1 hoek,,51.3522298,3.2923039,APARTMENT,APARTMENT,1099000,BUY_REGULAR,1,118,,,,0,,,,,,,,GOOD
11143698,Doornik,7500,,,,,APARTMENT,APARTMENT,795000,BUY_REGULAR,,240,INSTALLED,1,,0,1,25,,,,2,0,AS_NEW
10873015,Kortrijk,8500,Havermarkt,5,50.8257787,3.2647501,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11142599,Waver,1300,Rue de l'Escaille,38,50.718422,4.6106532,APARTMENT,APARTMENT,160000,BUY_REGULAR,,50,INSTALLED,1,,1,,,,,,4,,GOOD
11156514,Lessen,7860,Rue Tramasure,12,50.7090703,3.8295341,APARTMENT,APARTMENT,169000,BUY_REGULAR,,74,USA_INSTALLED,1,0,0,,,,,,2,0,JUST_RENOVATED
11147246,Harelbeke,8530,,,,,APARTMENT,APARTMENT,249000,BUY_REGULAR,1,125,,,,0,1,,,,,2,,GOOD
10879662,Berchem,2600,Oogststraat,239,51.1791956,4.4413237,APARTMENT,DUPLEX,595000,BUY_REGULAR,,148,INSTALLED,1,,1,1,45,,,,2,,
11102669,Oudenaarde,9700,Jacob Lacopsstraat,57,50.8498853,3.6012731,APARTMENT,APARTMENT,152000,BUY_REGULAR,,47,,1,0,0,1,3,,,,2,0,
10458612,Ronse,9600,Oude Vesten,,50.7465137,3.6019893,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
10990205,Bruxelles,1000,,,,,APARTMENT,APARTMENT,400000,BUY_REGULAR,,114,HYPER_EQUIPPED,1,,0,1,4,,,,2,0,AS_NEW
11085044,Bruxelles ville,1000,Rue Royale,233,50.8567805,4.3677909,APARTMENT,APARTMENT,445000,BUY_REGULAR,,166,HYPER_EQUIPPED,1,0,0,1,29,,,,2,,AS_NEW
11039097,Olen,2250,Kijnigestraat,44,51.1450579,4.846686,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11157909,Moeskroen,7700,,,,,HOUSE,VILLA,1890000,BUY_REGULAR,,600,HYPER_EQUIPPED,1,0,0,1,270,1,850,1758,4,1,AS_NEW
10981439,Knokke,8300,Zeedijk-Knokke,501,51.3484796,3.2769162,APARTMENT,APARTMENT,1350000,BUY_REGULAR,12,75,HYPER_EQUIPPED,1,,0,1,4,,,,2,,AS_NEW
11163127,Hannut,4280,route de Wavre,57,50.6688966,5.0652088,HOUSE,HOUSE,260000,BUY_REGULAR,,107,NOT_INSTALLED,1,0,0,1,10,1,250,330,3,,TO_BE_DONE_UP
11073214,Knokke-Heist,8300,Koningslaan,180,51.3483356,3.2851355,APARTMENT,DUPLEX,1550000,BUY_REGULAR,1,150,,,,0,1,43,,,,,,GOOD
11157749,Jambes,5100,"Rue de Sedent, B.2.3.5",,50.4453303,4.8749873,APARTMENT,APARTMENT,400000,BUY_REGULAR,,155,HYPER_EQUIPPED,1,,0,1,,,,,2,,AS_NEW
11006861,Kortrijk,8500,Veemarkt,1,50.8267278,3.271899,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11050195,Sint-Truiden,3800,Halmaalweg,40,50.8125969,5.1720966,APARTMENT,APARTMENT,272000,BUY_REGULAR,10,83,,,,0,1,17,,,,,,
11154307,Bavikhove,8531,Asselstraat,5 D,50.8696006,3.3008472,HOUSE,HOUSE,190000,BUY_REGULAR,1,215,,,,0,,,1,80,200,3,,GOOD
11157607,HOBOKEN,2660,Maria Henriëttalei ,21,51.1793743,4.3517593,HOUSE,MANSION,375000,BUY_REGULAR,,206,SEMI_EQUIPPED,1,,0,,,1,369,485,2,,TO_BE_DONE_UP
11109845,Braine-l'Alleud,1420,Avenue de la Garde Impériale,2,50.6763634,4.3876957,APARTMENT,APARTMENT,445000,BUY_REGULAR,,188,,,0,0,,,,,,3,0,
11120194,Oud-Turnhout (Oud-Turnhout),2360,Steenweg op Sevendonk,3,51.3169596,4.9810767,APARTMENT,APARTMENT,175000,BUY_REGULAR,,87,,,0,0,,,,,,2,0,
11012945,Bruxelles,1000,Avenue Emile De Mot,19,50.8164039,4.3745419,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11112962,Ixelles,1050,Avenue Geo Bernier,8,50.8201495,4.3762311,APARTMENT,APARTMENT,795000,BUY_REGULAR,,163,HYPER_EQUIPPED,1,0,0,1,40,,,,2,,AS_NEW
11153302,WODECQ,7890,Blanc Scourchet,9C,50.7174513,3.7113799,HOUSE,HOUSE,569000,BUY_REGULAR,,176,USA_HYPER_EQUIPPED,1,,0,,,,,1100,4,,
11152640,EDEGEM,2650,Romeinse Put,95,51.1474238,4.4575621,APARTMENT,APARTMENT,229000,BUY_REGULAR,,80,INSTALLED,1,,0,1,,,,,,,GOOD
11095828,Sint-Andries,8200,Zandstraat,257,51.2009016,3.1914482,APARTMENT,GROUND_FLOOR,175000,BUY_REGULAR,10,65,SEMI_EQUIPPED,1,,0,,,,,,,,
11158266,COURCELLES,6180,Rue des Hiercheuses,1.3,50.43725,4.3633533,APARTMENT,APARTMENT,215020,BUY_REGULAR,,82,INSTALLED,1,,0,,,,,,,,
10931475,Oupeye,4680,Rue Nicolas Duchateau,8,50.7082099,5.6346175,HOUSE,HOUSE,325000,BUY_REGULAR,,117,INSTALLED,1,,0,1,16,1,260,376,3,0,GOOD
10972862,Evere,1140,Rue Stroobants,48,50.8789854,4.3924799,APARTMENT,PENTHOUSE,489000,BUY_REGULAR,,108,USA_HYPER_EQUIPPED,1,0,0,1,14,,,,3,0,
10994762,Oostduinkerke,8670,Zeedijk,405,51.1313422,2.665332,APARTMENT,FLAT_STUDIO,244000,BUY_REGULAR,1,36,INSTALLED,1,1,0,,,,,,1,0,AS_NEW
10678825,Elsene,1050,Avenue de la Toison d'Or,17-19,50.8372668,4.3599282,APARTMENT,APARTMENT,3324000,BUY_REGULAR,4,305,HYPER_EQUIPPED,1,0,0,1,166,,,,,0,
11144998,Sint-Denijs-Westrem,9051,Putkapelstraat,103 Z,51.0227597,3.6925224,APARTMENT,PENTHOUSE,440000,BUY_REGULAR,1,200,,,,0,1,,,,,,,GOOD
11143601,Deurne (2100),2100,Generaal Slingeneyerlaan,120,51.2288628,4.4770954,APARTMENT,APARTMENT,195000,BUY_REGULAR,9,71,INSTALLED,1,,0,,,,,,,,
11044658,Ukkel,1180,Avenue De Fré,110,50.804026,4.3595997,APARTMENT,PENTHOUSE,360000,BUY_REGULAR,,60,USA_HYPER_EQUIPPED,1,0,0,1,35,,,,2,0,AS_NEW
11050109,Bachte-Maria-Leerne,9800,Leernsesteenweg,160,51.0094039,3.5785009,APARTMENT,APARTMENT,379000,BUY_REGULAR,10,104,INSTALLED,1,,0,1,116,,,,,,GOOD
10887973,Jette,1090,,,,,APARTMENT,APARTMENT,240000,BUY_REGULAR,,118,NOT_INSTALLED,1,0,0,,,,,,2,0,TO_BE_DONE_UP
11146627,Zottegem,9620,Heilig Hartplein,22,50.8677685,3.8178429,HOUSE,APARTMENT_BLOCK,445000,BUY_REGULAR,,,SEMI_EQUIPPED,1,0,0,1,,,,0,2,0,TO_RENOVATE
11153466,Vorst,1190,Avenue Victor Rousseau,18,50.8159894,4.3358176,HOUSE,MANSION,890000,BUY_REGULAR,,320,HYPER_EQUIPPED,1,0,0,1,5,1,38,0,2,0,AS_NEW
11160362,Nijvel,1400,,,,,HOUSE,HOUSE,442000,BUY_REGULAR,,160,HYPER_EQUIPPED,1,0,0,1,,1,207,352,2,0,AS_NEW
11084908,Antwerpen,2000,Ellermanstraat,61,51.2301643,4.4170893,APARTMENT,APARTMENT,212000,BUY_REGULAR,,54,USA_INSTALLED,1,0,0,1,11,,,,4,,AS_NEW
11154368,Merchtem,1785,Korte Ridderstraat,13,50.9594713,4.2323138,HOUSE,HOUSE,360000,BUY_REGULAR,,251,SEMI_EQUIPPED,1,,1,1,,1,,180,2,,TO_BE_DONE_UP
11030443,Knokke-Heist,8300,Duinenwater,4,51.3394009,3.2859442,APARTMENT,APARTMENT,1250000,BUY_REGULAR,15,140,HYPER_EQUIPPED,1,,0,,,,,,2,,AS_NEW
11152142,Herentals,2200,Kleine Markt,12,51.1784496,4.8279737,HOUSE,HOUSE,199000,BUY_REGULAR,,205,SEMI_EQUIPPED,1,,1,,,1,,149,2,,TO_RENOVATE
10722914,Knokke-Heist,8300,Jozef Nellenslaan,"219,",51.3504058,3.2841099,APARTMENT,APARTMENT,845000,BUY_REGULAR,,82,,,0,0,,,,,,2,0,
11034053,Poperinge,8970,Komstraat,71,50.858777,2.73371,HOUSE,HOUSE,155000,BUY_REGULAR,4,136,,1,,0,,,,,189,3,,GOOD
11146720,Heist,8301,,,,,HOUSE,HOUSE,595000,BUY_REGULAR,1,169,,,,0,1,,,,173,2,,GOOD
11150767,Antwerpen,2000,Korte Klarenstraat,4,51.219135,4.4067113,APARTMENT,DUPLEX,1250000,BUY_REGULAR,3,170,,,,0,,,,,,2,,GOOD
10438025,Blankenberge,8370,Weststraat,13,51.3149485,3.1248725,APARTMENT,APARTMENT,355000,BUY_REGULAR,12,86,INSTALLED,1,,0,1,3,,,,,,
11050750,Evere,1140,Avenue des Anciens Combattants,111,50.8666598,4.4065408,APARTMENT,APARTMENT,240000,BUY_REGULAR,,80,INSTALLED,1,0,0,1,13,,,,,0,GOOD
10997223,Kraainem,1950,Chaussée de Bruxelles,304,50.821345,4.4885793,APARTMENT,DUPLEX,502150,BUY_REGULAR,,123,USA_HYPER_EQUIPPED,1,0,0,,,,,,2,0,AS_NEW
11000362,Antwerpen,2020,Camille Huysmanslaan,75,51.1907603,4.3924447,APARTMENT,APARTMENT,400000,BUY_REGULAR,,125,,,,0,1,4,,,,2,,GOOD
11090474,Middelkerke,8434,Julien Soetaertstraat,6,51.1582579,2.7688284,APARTMENT,APARTMENT,189000,BUY_REGULAR,1,43,,,,0,1,6,,,,,,GOOD
10308897,Evere,1140,,,,,APARTMENT,APARTMENT,465000,BUY_REGULAR,,136,HYPER_EQUIPPED,1,0,0,1,40,,,,3,0,AS_NEW
11007487,DENDERMONDE,9200,Vlasmarkt,27,51.0295132,4.0989209,APARTMENT,SERVICE_FLAT,330000,BUY_REGULAR,,74,INSTALLED,1,,0,,,,,,2,,JUST_RENOVATED
11140802,Anderlecht,1070,,,,,HOUSE,APARTMENT_BLOCK,520000,BUY_REGULAR,,220,USA_INSTALLED,1,0,0,,,,,0,2,0,TO_BE_DONE_UP
11154266,Borgerhout,2140,Karel De Preterlei,136 101,51.2004502,4.4519589,APARTMENT,PENTHOUSE,549000,BUY_REGULAR,1,187,,1,,0,,,1,150,,2,1,GOOD
11125739,Turnhout,2300,Baron Frans du Fourstraat,4,51.3237186,4.95059,APARTMENT,APARTMENT,197000,BUY_REGULAR,,86,INSTALLED,1,0,0,1,,,,,2,,GOOD
11156780,Moeskroen,7700,,,,,HOUSE,HOUSE,199000,BUY_REGULAR,,135,INSTALLED,1,0,0,1,28,1,120,250,2,,GOOD
11143465,Ternat Wambeek,1741,Assesteenweg,360,50.8582273,4.1553316,HOUSE,EXCEPTIONAL_PROPERTY,820000,BUY_REGULAR,,426,HYPER_EQUIPPED,1,0,0,1,50,,,1400,3,,AS_NEW
11153222,Antwerpen Wilrijk,2610,Daniël Herreynslaan,143,51.1813771,4.3738081,HOUSE,MIXED_USE_BUILDING,695000,BUY_REGULAR,,1268,SEMI_EQUIPPED,1,,0,,,,,1118,2,,GOOD
11090805,Anderlecht,1070,MARIUS RENARDLAAN,27A,50.8275308,4.2863509,APARTMENT,APARTMENT,259000,BUY_REGULAR,,87,INSTALLED,1,,1,1,26,,,,4,,GOOD
11144101,Antwerpen,2018,Grotehondstraat,9,51.2061609,4.4273235,HOUSE,HOUSE,649000,BUY_REGULAR,,200,HYPER_EQUIPPED,1,,0,1,22,,,75,2,0,AS_NEW
11162858,Wommelgem,2160,Schranshoevebaan,24,51.1982372,4.5107939,HOUSE,HOUSE,429000,BUY_REGULAR,,180,SEMI_EQUIPPED,1,,1,,,1,502,965,4,,TO_RENOVATE
11093385,Elsene,1050,Chaussée de Boondael,343,50.8185701,4.3838828,APARTMENT,APARTMENT,175000,BUY_REGULAR,,45,INSTALLED,1,,1,,,,,,2,,TO_BE_DONE_UP
10975271,Elsene,1050,,,,,APARTMENT,APARTMENT,795000,BUY_REGULAR,,231,HYPER_EQUIPPED,1,,0,1,6,,,,2,0,AS_NEW
11131936,Liedekerke,1770,Houtmarktstraat,71,50.8684611,4.0789709,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11121251,Dendermonde Baasrode,9200,Sint-Ursmarusstraat,1,51.0379612,4.1608905,APARTMENT,APARTMENT,225000,BUY_REGULAR,,180,HYPER_EQUIPPED,1,,0,,,,,,3,,AS_NEW
11158550,Melle,9090,Driesstraat,36,51.0030121,3.7905291,HOUSE,HOUSE,519500,BUY_REGULAR,3,161,,,,0,,,,,394,3,,
11148849,Kieldrecht,9130,Marktplein,77,51.2892492,4.1762995,HOUSE,HOUSE,349000,BUY_REGULAR,,205,INSTALLED,1,,1,1,18,1,290,370,2,,GOOD
11067172,PUTTE,2580,Heiststeenweg,24,51.0582673,4.6737123,APARTMENT,APARTMENT,259000,BUY_REGULAR,,106,INSTALLED,1,,0,1,,,,,2,,
10430548,Woluwe-Saint-Pierre,1150,Val des Seigneurs,123,50.8419158,4.4589467,APARTMENT,GROUND_FLOOR,635000,BUY_REGULAR,,160,HYPER_EQUIPPED,1,0,0,1,18,1,17,,3,0,AS_NEW
