property_id,locality_name,postal_code,street_name,house_number,latitude,longitude,property_type,property_subtype,price,type_of_sale,number_of_rooms,living_area,kitchen_type,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_good,number_of_facades,swimming_pool,state_of_building
11151864,Turnhout,2300,Steenweg op Gierle,84,51.3162867,4.9322054,HOUSE,HOUSE,175000,BUY_REGULAR,,120,SEMI_EQUIPPED,1,,1,1,,1,,227,3,,TO_RENOVATE
11154023,Beringen,3582,Heesterweg,39,51.065132,5.2272306,HOUSE,HOUSE,249000,BUY_REGULAR,1,157,,1,,0,,,,,1186,4,,TO_BE_DONE_UP
11141961,SAINT-JOSSE-TEN-NOODE,1210,,,,,APARTMENT,FLAT_STUDIO,120000,BUY_REGULAR,,33,NOT_INSTALLED,1,,0,1,6,,,,,,TO_BE_DONE_UP
11150522,Gavere,9890,Slaapstraat,8,50.9145933,3.6505555,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11145864,Comblain-Fairon,4180,Rue du Ruisseau,1,50.4460273,5.5428264,HOUSE,HOUSE,499000,BUY_REGULAR,21,280,INSTALLED,1,,0,,,,,1323,,,
11163132,Nijvel,1400,,,,,HOUSE,HOUSE,375000,BUY_REGULAR,,160,INSTALLED,1,0,0,,,,,261,4,,
11158977,Elsene,1050,Rue Souveraine,41,50.8327332,4.3641305,APARTMENT,APARTMENT,325000,BUY_REGULAR,,59,USA_SEMI_EQUIPPED,1,0,0,,,,,,2,0,AS_NEW
10851681,Marcinelle,6001,,,,,HOUSE,VILLA,320000,BUY_REGULAR,,135,INSTALLED,1,0,0,,,,,780,4,,AS_NEW
11159690,Gent,9000,Sint-Katelijnestraat,16,51.0590626,3.7280884,HOUSE,MIXED_USE_BUILDING,895000,BUY_REGULAR,1,561,,,,0,,,1,30,264,2,,TO_RENOVATE
10818793,Knokke-Heist,8300,Kustlaan,115,51.3543994,3.2977628,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11144974,FLORENVILLE,6820,rue des écoles,7,49.715166,5.233625,HOUSE,HOUSE,175000,BUY_REGULAR,,195,SEMI_EQUIPPED,1,,0,,,,,142,2,,GOOD
11072105,Bruxelles,1040,Rue Guimard,19,50.8435094,4.3702633,APARTMENT,APARTMENT,650000,BUY_REGULAR,,216,INSTALLED,1,0,0,,,,,,3,0,AS_NEW
11158864,Dilsen-Stokkem,3650,Haverstraat,20,51.0349297,5.7175208,HOUSE,HOUSE,375000,BUY_REGULAR,15,239,,,,0,,,,,528,,,
11129303,De Haan,8420,Torenhofstraat,2,51.2571575,2.9994248,APARTMENT,APARTMENT,119000,BUY_REGULAR,1,48,,,,0,,,,,,,,GOOD
11155131,Vorselaar,2290,Kempenlaan,"2, D",51.2026925,4.7683497,APARTMENT,APARTMENT,249000,BUY_REGULAR,,75,SEMI_EQUIPPED,1,,1,1,,,,,3,,GOOD
11156544,Grobbendonk,2280,Netestraat,1c,51.1879352,4.739096,HOUSE,HOUSE,349000,BUY_REGULAR,,185,HYPER_EQUIPPED,1,0,0,1,,,,152,3,,GOOD
11151125,Liège,4000,rue de la Tonne,308,50.6624666,5.5558704,HOUSE,HOUSE,239000,BUY_REGULAR,13,105,NOT_INSTALLED,1,0,0,1,15,1,113,229,2,0,GOOD
11007833,Strombeek-Bever,1853,Klauwaartslaan,2,50.9040265,4.3533926,HOUSE,HOUSE,645000,BUY_REGULAR,,,INSTALLED,1,0,0,,,,,383,3,0,GOOD
11148024,Bissegem,8501,Peperleenstraat,7,50.8255829,3.2282381,HOUSE,HOUSE,265000,BUY_REGULAR,1,153,,,,0,,,1,67,172,3,,GOOD
11142564,Waver,1300,Chaussée de Louvain,353,50.7213074,4.6252711,APARTMENT,DUPLEX,135000,BUY_REGULAR,,45,SEMI_EQUIPPED,1,,1,,,,,,3,,TO_BE_DONE_UP
11149557,Kuurne,8520,Boomgaardstraat,54,50.8535799,3.2814919,HOUSE,HOUSE,239000,BUY_REGULAR,1,185,,,,0,,,,,465,4,,TO_RENOVATE
11093958,Nijvel,1400,Rue de Namur,169,50.5995225,4.333127,APARTMENT,GROUND_FLOOR,165000,BUY_REGULAR,,65,HYPER_EQUIPPED,1,0,0,1,10,,,,,0,GOOD
11154148,CHASTRE-VILLEROUX-BLANMONT,1450,,,,,HOUSE,HOUSE,599000,BUY_REGULAR,,330,INSTALLED,1,,1,,,1,,1075,4,,AS_NEW
10708937,Waterloo,1410,rue de Caraute,1,50.7115297,4.3551238,APARTMENT,APARTMENT,496150,BUY_REGULAR,,,USA_HYPER_EQUIPPED,1,,0,1,16,,,,,,AS_NEW
10985322,Brussel,1000,Sint-Goriksstraat,9,50.8474409,4.3475146,APARTMENT,APARTMENT,415000,BUY_REGULAR,,93,USA_INSTALLED,1,,1,,,1,45,,,,AS_NEW
11154294,Moraira,03724,Carraterra,450,,,HOUSE,VILLA,1650000,BUY_REGULAR,1,,,,,0,1,,,,809,4,1,
11089367,Ravels,2380,Vlasrietje,46,51.376682,4.98435,HOUSE,HOUSE,199000,BUY_REGULAR,,140,INSTALLED,1,,0,1,,,,188,2,,GOOD
11148620,Lier,2500,Volmolenstraat,41,51.1287579,4.5725683,HOUSE,HOUSE,420000,BUY_REGULAR,13,172,HYPER_EQUIPPED,1,,0,,,,,121,,,
10978765,Knokke,8300,Lippenslaan,355,51.3519685,3.2886899,APARTMENT,APARTMENT,319000,BUY_REGULAR,5,29,,,,0,,,,,,2,,
11063282,Houthulst,8650,Jonkershovestraat,268,50.9693682,2.9133753,HOUSE,HOUSE,269000,BUY_REGULAR,18,182,SEMI_EQUIPPED,1,,0,,,,,2165,,,TO_RENOVATE
11100255,Knokke-Zoute,8300,Koningslaan,107,51.3496273,3.2848212,APARTMENT,APARTMENT,675000,BUY_REGULAR,9,85,HYPER_EQUIPPED,1,,0,,,,,,2,,
11159531,Perwijs,1360,,,,,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11076849,Aalst (9300),9300,,,,,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11153019,Kessel,2560,Kessel-Dorp,95,51.1403599,4.6312648,APARTMENT,APARTMENT,379000,BUY_REGULAR,12,170,HYPER_EQUIPPED,1,,0,,,,,,,,
11146272,Charleroi Jumet,6040,,,,,HOUSE,HOUSE,245000,BUY_REGULAR,,,,,0,0,1,,,,0,4,,TO_BE_DONE_UP
11150517,Gavere,9890,Slaapstraat,"8,A",50.9145933,3.6505555,HOUSE,HOUSE,364163,BUY_REGULAR,,120,HYPER_EQUIPPED,1,0,0,1,15,1,158,238,3,0,AS_NEW
11154493,Anderlecht,1070,Avenue Guillaume Stassart,"1,22",50.8214707,4.2976678,APARTMENT,APARTMENT,169000,BUY_REGULAR,,70,NOT_INSTALLED,1,,0,1,13,,,,,,TO_RENOVATE
11163007,Lier,2500,Arbeidsstraat,20,51.1412527,4.5595574,HOUSE,OTHER_PROPERTY,585000,BUY_REGULAR,,217,INSTALLED,1,,1,1,14,1,168,312,3,,AS_NEW
11161550,Deinze,9800,Staggestraat,-,51.0011589,3.4655187,HOUSE,HOUSE,675831,BUY_REGULAR,8,,HYPER_EQUIPPED,1,,0,,,,,1000,,,
10952162,Oostende,8400,Wapenplein,6,51.2322806,2.9175081,APARTMENT,APARTMENT,800000,BUY_REGULAR,12,223,,1,,0,1,,,,,,,TO_RENOVATE
11156572,Gent,9051,Raymonde de Larochelaan,1,51.0274241,3.696983,APARTMENT,APARTMENT,320000,BUY_REGULAR,,90,USA_HYPER_EQUIPPED,1,0,0,1,11,,,,4,0,AS_NEW
10545648,Knokke-Heist,8300,Jozef Nellenslaan,223,51.350444,3.2842117,APARTMENT,APARTMENT,845000,BUY_REGULAR,,74,USA_SEMI_EQUIPPED,1,1,0,1,4,,,,2,0,AS_NEW
11159112,Deerlijk,8540,Stationsstraat,28-30,50.8518225,3.351145,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
10892319,Vilvoorde,1800,Maria Theresialaan,65,50.9228315,4.4213012,APARTMENT,APARTMENT,346939,BUY_REGULAR,,112,HYPER_EQUIPPED,1,0,0,1,8,,,,4,,AS_NEW
10975236,Tienen,3300,Residentie Beatrijs,167,50.8074418,4.9483421,APARTMENT,APARTMENT,199000,BUY_REGULAR,,104,,1,0,0,1,25,,,,3,0,TO_BE_DONE_UP
11154352,MALONNE,5020,Fond de Malonne,136,50.4372428,4.7951765,HOUSE,HOUSE,259000,BUY_REGULAR,,400,,,1,1,,,1,650,1149,2,,TO_RENOVATE
11145362,Forêt,4870,,,,,APARTMENT,APARTMENT,270000,BUY_REGULAR,,81,INSTALLED,1,,1,1,8,,,,4,,
11154804,Geel,2440,Pas,289,51.154519,4.9792577,HOUSE,HOUSE,325000,BUY_REGULAR,,183,,,,1,,,1,,847,3,,TO_BE_DONE_UP
11151705,HÉLÉCINE,1357,,,,,APARTMENT,APARTMENT,206500,BUY_REGULAR,,69,,,,1,,,,,,2,,
10857677,Elsene,1050,,,,,APARTMENT,APARTMENT,850000,BUY_REGULAR,,176,USA_HYPER_EQUIPPED,1,0,0,1,12,,,,2,0,AS_NEW
11038477,Evere,1140,Rue Colonel Bourg,135,50.8558693,4.4184622,APARTMENT,PENTHOUSE,462000,BUY_REGULAR,,124,USA_HYPER_EQUIPPED,1,0,0,1,17,,,,2,0,AS_NEW
10732841,Elsene,1050,Armand Huysmanslaan,2,50.8157264,4.383899,APARTMENT,APARTMENT,349000,BUY_REGULAR,,80,,1,0,0,1,,,,,3,0,TO_BE_DONE_UP
10880066,Harelbeke,8530,Gentsestraat,61,50.8595894,3.3164257,APARTMENT,APARTMENT,355000,BUY_REGULAR,,218,INSTALLED,1,,0,1,50,,,,,0,AS_NEW
10900623,Blankenberge,8370,Graaf Jansdijk,3,51.3164459,3.13189,APARTMENT,FLAT_STUDIO,139000,BUY_REGULAR,1,37,,,,0,,,,,,,,GOOD
11156699,Vloesberg,7880,Hanaise,17,50.733485,3.7335456,HOUSE,HOUSE,395000,BUY_REGULAR,,278,INSTALLED,1,,1,1,,,,1783,4,,
11004786,Tongeren,3700,Maastrichtersteenweg,167,50.7837865,5.481471,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
10917401,Kontich,2550,Albertlei,32,51.1362868,4.4381406,APARTMENT,APARTMENT,229000,BUY_REGULAR,,,INSTALLED,1,,0,1,30,,,,2,0,AS_NEW
11163000,Asse,1730,Koensborre,92,50.9129324,4.191885,HOUSE,HOUSE,280000,BUY_REGULAR,,188,NOT_INSTALLED,1,,1,1,15,1,34,0,3,,TO_BE_DONE_UP
10947688,Diksmuide,8600,Wilgendijk,40-42,51.0338417,2.8612234,HOUSE,HOUSE,320000,BUY_REGULAR,3,174,,1,,0,1,,,,90,,,TO_RESTORE
11020535,Gavere,9890,Stationsstraat,66,50.9299385,3.6374336,APARTMENT,APARTMENT,299000,BUY_REGULAR,10,90,,,,0,1,,,,,2,,
11153163,Anderlecht,1070,,,,,APARTMENT,APARTMENT,210000,BUY_REGULAR,,75,SEMI_EQUIPPED,1,0,0,1,9,,,,2,,AS_NEW
10951739,Berchem,2600,Fruithoflaan,"3, 502",51.1828858,4.4380297,APARTMENT,APARTMENT,319000,BUY_REGULAR,,140,INSTALLED,1,,1,1,22,,,,,,
11076188,Molenbeek-Saint-Jean,1080,Rue du Korenbeek,17,50.8590413,4.3091157,APARTMENT,GROUND_FLOOR,249000,BUY_REGULAR,,90,USA_HYPER_EQUIPPED,1,0,0,1,14,,,,2,,AS_NEW
11152623,Deurne (2100),2100,Fredegandus Van Rielstraat,27,51.2096059,4.4759977,APARTMENT,APARTMENT,299000,BUY_REGULAR,9,,INSTALLED,1,,0,1,6,,,,,,
11152834,Grobbendonk,2280,Herentalse steenweg,106,51.1746087,4.786698,HOUSE,HOUSE,698000,BUY_REGULAR,,307,INSTALLED,1,,1,1,,1,805,2385,4,1,GOOD
9595243,Izegem,8870,Kasteelstraat,33,50.9182241,3.2211219,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11052730,Waver,1300,Place Bosch,19,50.7138241,4.6119057,APARTMENT,APARTMENT,160000,BUY_REGULAR,,69,SEMI_EQUIPPED,1,0,0,,,,,,2,0,TO_RENOVATE
11161908,Meise,1860,Westrodestraat,6,50.9959708,4.3252588,HOUSE,VILLA,599000,BUY_REGULAR,,260,INSTALLED,1,,1,1,,,,1664,4,,GOOD
11161345,Asse,1731,,,,,HOUSE,HOUSE,460000,BUY_REGULAR,,200,INSTALLED,1,,1,1,30,1,40,198,3,,
11033628,Brussel,1000,Sint-Goriksstraat,9,50.8474409,4.3475146,APARTMENT,APARTMENT,415000,BUY_REGULAR,,93,USA_INSTALLED,1,,1,,,1,45,,,,AS_NEW
11148007,Edegem,2650,Ernest Jouretlaan,71,51.1486222,4.4569533,HOUSE,APARTMENT_BLOCK,1375000,BUY_REGULAR,,,HYPER_EQUIPPED,1,,1,,,,,0,,,
11148011,Deurne,2100,De Berlaimontstraat,43,51.2283873,4.4567127,HOUSE,HOUSE,179000,BUY_REGULAR,,,INSTALLED,1,,1,,,,,0,,,
11158218,Welle,9473,Broekstraat,124,50.8982189,4.041398,HOUSE,HOUSE,380000,BUY_REGULAR,3,93,,1,,1,1,,,,320,3,,JUST_RENOVATED
10991540,TORREVIEJA (COSTA BLANCA SUD),03185,,,,,APARTMENT,APARTMENT,119900,BUY_REGULAR,,43,NOT_INSTALLED,1,,1,1,48,,,,,1,GOOD
11138973,Halen,3545,Singellaan,,50.9495581,5.1106217,APARTMENT,APARTMENT,282200,BUY_REGULAR,5,93,HYPER_EQUIPPED,1,,0,,,,,,,,GOOD
11161334,Mechelen,2800,Koningin Astridlaan,132,51.0240088,4.468717,HOUSE,HOUSE,257931,BUY_REGULAR,4,72,,,,0,1,8,,,0,,,
9985452,Knokke-Heist,8300,Lentelaan,11,51.3460101,3.268392,APARTMENT,APARTMENT,1365000,BUY_REGULAR,16,157,INSTALLED,1,,0,1,,,,,,,
11153884,Zottegem,9620,Kloosterstraat,67A,50.8511891,3.8196985,HOUSE,HOUSE,471800,BUY_REGULAR,,209,USA_HYPER_EQUIPPED,1,0,0,1,19,1,49,241,3,0,AS_NEW
11083322,Fosses-la-Ville,5070,Rue des Remparts,11,50.3951938,4.6972814,APARTMENT,APARTMENT,197000,BUY_REGULAR,,69,USA_INSTALLED,1,,0,1,9,,,,3,,JUST_RENOVATED
11143772,Aalst,9300,Sinte Gudulastraat,11,50.9452041,4.0462358,HOUSE,HOUSE,240000,BUY_REGULAR,,124,INSTALLED,1,,0,,,,,59,2,,GOOD
11158666,Wemmel,1780,De Limburg Stirumlaan,244,50.9011377,4.319904,HOUSE,APARTMENT_BLOCK,795000,BUY_REGULAR,,279,SEMI_EQUIPPED,1,,1,1,,,,180,2,,TO_BE_DONE_UP
11102172,Overijse,3090,Leegheid,12,50.7719515,4.5404976,APARTMENT,DUPLEX,450000,BUY_REGULAR,,146,INSTALLED,1,,1,1,22,,,,3,,AS_NEW
11014595,Bruxelles,1000,Avenue de l'Uruguay,4,50.799716,4.3929406,APARTMENT,GROUND_FLOOR,598000,BUY_REGULAR,,149,USA_HYPER_EQUIPPED,1,1,0,1,15,,,,2,,AS_NEW
10725918,Antwerpen,2060,Ellermanstraat,61,51.2301643,4.4170893,APARTMENT,FLAT_STUDIO,145000,BUY_REGULAR,,31,,,,0,1,19,,,,4,,AS_NEW
11160666,Wortegem-Petegem,9790,,,,,HOUSE,HOUSE,539881,BUY_REGULAR,,241,,,,0,,,,,2239,4,,
11016926,Lier,2500,Kapmes,12,51.1426546,4.5509929,APARTMENT,APARTMENT,324520,BUY_REGULAR,,94,INSTALLED,1,,1,1,21,,,,2,,
11158419,Oostduinkerke,8670,,,,,HOUSE,HOUSE,209000,BUY_REGULAR,11,,,,,0,,,,,0,,,
11149427,Knokke-Heist,8300,Jozef Nellenslaan,89,51.3462716,3.2706348,APARTMENT,APARTMENT,1345000,BUY_REGULAR,1,121,,,,0,1,,,,,,,GOOD
11128321,Gent,9000,Kouter,11-25,51.0499226,3.7238132,APARTMENT,APARTMENT,639669,BUY_REGULAR,,77,USA_HYPER_EQUIPPED,1,0,0,1,9,,,,2,0,AS_NEW
11154902,Turnhout,2300,Jommekestraat,20,51.3377191,4.9344756,APARTMENT,GROUND_FLOOR,288900,BUY_REGULAR,,86,INSTALLED,1,,1,1,12,,,,2,,
11099164,Varsenare,8490,Koning Albertstraat,25,51.1867411,3.1459096,APARTMENT,APARTMENT,265000,BUY_REGULAR,8,114,HYPER_EQUIPPED,1,,0,,,,,,,,AS_NEW
11161974,Ganshoren,1083,"Avenue des Quatre-vingts Hêtres, Ganshoren, Belgique",36,50.879172,4.310065,HOUSE,HOUSE,449000,BUY_REGULAR,,191,USA_HYPER_EQUIPPED,1,0,0,,,,,310,3,,
11153195,Antwerpen,2020,Kruishofstraat,146,51.1821925,4.3915097,APARTMENT,APARTMENT,219000,BUY_REGULAR,,89,USA_HYPER_EQUIPPED,1,,0,1,5,,,,,,
11146281,Somzée,5651,Rue Saint-Antoine,48,50.2998791,4.4780142,HOUSE,HOUSE,329000,BUY_REGULAR,,169,,1,,0,1,17,1,829,937,4,,AS_NEW
10897491,Bierbeek,3360,Groot Park,1E,50.8552211,4.776519,APARTMENT,APARTMENT,422440,BUY_REGULAR,,102,HYPER_EQUIPPED,1,0,0,1,12,,,,4,1,AS_NEW
11146642,Moeskroen,7700,,,,,HOUSE,HOUSE,435000,BUY_REGULAR,,220,INSTALLED,1,0,0,1,,1,600,1196,4,0,GOOD
11044168,LIÈGE,4000,Quai de Rome,108,50.6182094,5.5783806,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11122796,Elsene,1050,,,,,APARTMENT,APARTMENT,260000,BUY_REGULAR,,63,USA_HYPER_EQUIPPED,1,0,0,,,,,,2,0,AS_NEW
11109630,Verviers Petit-Rechain,4800,Thier de Hodimont,97,50.5985488,5.8438436,APARTMENT,APARTMENT,125000,BUY_REGULAR,,58,INSTALLED,1,0,0,1,16,,,,2,0,GOOD
11095764,Gent,9000,Brusselsesteenweg,666,51.0294641,3.7646576,APARTMENT,PENTHOUSE,799000,BUY_REGULAR,11,130,HYPER_EQUIPPED,1,,0,1,11,,,,,,GOOD
10891188,Asse Zellik,1731,Breughelpark,"4,9",50.8843203,4.2703773,APARTMENT,APARTMENT,120000,BUY_REGULAR,,,,1,,0,1,,,,,,,
11041554,Knokke-Heist,8301,Zeedijk,104,51.3399705,3.2304659,APARTMENT,APARTMENT,298000,BUY_REGULAR,1,44,,,,0,,,,,,,,GOOD
11045756,Oostkamp,8020,Stationsstraat,22,51.154188,3.237054,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
8948318,Knokke-Heist,8300,Sportlaan,"6,A03",51.3435412,3.2836473,APARTMENT,SERVICE_FLAT,458000,BUY_REGULAR,,56,INSTALLED,1,,0,1,13,,,,3,,AS_NEW
11155351,Oostrozebeke,8780,Grotstraat,84a,50.9447128,3.357753,HOUSE,HOUSE,105000,BUY_REGULAR,,60,,1,1,1,,,,,0,2,,GOOD
11142984,Tienen,3300,Diestsesteenweg,191,50.8186831,4.9365061,HOUSE,HOUSE,290000,BUY_REGULAR,,173,,1,0,0,,,1,360,360,3,0,
11162380,Ham,3945,Shermanstraat,40,51.1025986,5.1825444,HOUSE,HOUSE,381000,BUY_REGULAR,,197,HYPER_EQUIPPED,1,0,0,,,,,343,3,,AS_NEW
11154477,SINT-NIKLAAS,9100,Schoolstraat,174,51.1568933,4.1515034,HOUSE,HOUSE,255000,BUY_REGULAR,,146,NOT_INSTALLED,1,,1,1,,1,,348,2,,GOOD
11142438,BRAINE-LE-CHÂTEAU,1440,Rue de la Station,41,50.6815744,4.2723966,HOUSE,MIXED_USE_BUILDING,615000,BUY_REGULAR,,450,SEMI_EQUIPPED,1,,1,,,1,275,650,3,,TO_RENOVATE
11128562,Merchtem,1785,Oudstrijdersstraat,10,50.9527688,4.2301336,APARTMENT,APARTMENT,265000,BUY_REGULAR,,80,HYPER_EQUIPPED,1,0,0,1,,,,,3,0,AS_NEW
10920371,Antwerpen,2018,Markgravelei,117,51.1978271,4.4044644,APARTMENT,APARTMENT,475000,BUY_REGULAR,,101,USA_HYPER_EQUIPPED,1,,0,1,,,,,,,AS_NEW
11157329,Machelen Diegem,1831,Alfons de Cockplein,25,50.8952479,4.4363849,APARTMENT,APARTMENT,289000,BUY_REGULAR,,90,HYPER_EQUIPPED,1,0,0,1,8,,,,2,0,AS_NEW
11147929,Knesselare,9910,Drieselken,12,51.1397087,3.4147931,HOUSE,HOUSE,215000,BUY_REGULAR,1,94,,,,0,,,,,129,4,,TO_BE_DONE_UP
11147508,SAINT-GEORGES-SUR-MEUSE,4470,Rue Sur-les-Roches,30,50.5741025,5.3647479,HOUSE,HOUSE,309000,BUY_REGULAR,,131,SEMI_EQUIPPED,1,,1,1,30,1,630,1310,4,,GOOD
11145409,Sint-Kruis,8310,Julius Dooghelaan,55,51.2172987,3.2404154,HOUSE,HOUSE,340000,BUY_REGULAR,,216,INSTALLED,1,0,0,1,,,,136,3,0,
11145541,Tielt (8700),8700,Kortrijkstraat,89,50.9964257,3.3256872,APARTMENT,APARTMENT,233410,BUY_REGULAR,2,,,,,0,,,,,,,,
10557069,Deerlijk,8540,Sint-Rochusweg,322,50.8536142,3.361007,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11160954,Wevelgem,8560,Kapellestraat,22,50.8134185,3.1869199,HOUSE,HOUSE,159500,BUY_REGULAR,8,129,,,,0,,,,,130,,,
10734920,Mechelen,2800,Brusselsesteenweg,552,51.0030066,4.4733835,APARTMENT,PENTHOUSE,674500,BUY_REGULAR,,174,USA_HYPER_EQUIPPED,1,0,0,1,22,,,,,,AS_NEW
11151265,Mol,2400,Stokt,50,51.1911167,5.0634523,HOUSE,HOUSE,275000,BUY_REGULAR,,307,,,,1,,,,,2870,4,,TO_RENOVATE
10823887,Zellik,1731,Frans Thirrystraat,16,50.8859188,4.2727111,APARTMENT,APARTMENT,224750,BUY_REGULAR,,69,INSTALLED,1,0,0,1,7,,,,2,,GOOD
11140559,Vorst,1190,Avenue du Globe,55,50.8075484,4.3258636,APARTMENT,APARTMENT,270000,BUY_REGULAR,,92,INSTALLED,1,,0,1,4,,,,,0,AS_NEW
10675306,Liège Chênée,4032,Quai des Ardennes,160,50.6147551,5.6103796,APARTMENT,APARTMENT,180000,BUY_REGULAR,,110,INSTALLED,1,0,0,1,6,,,,2,0,GOOD
11160908,Leuven,3000,Dekenstraat,28,50.873571,4.7093409,APARTMENT,FLAT_STUDIO,189000,BUY_REGULAR,,29,,,,1,,,,,,2,,TO_BE_DONE_UP
11029197,Gent,9000,Sint-Amandstraat,25,51.0430929,3.724988,APARTMENT,APARTMENT,529629,BUY_REGULAR,,85,HYPER_EQUIPPED,1,0,0,1,,,,,2,,AS_NEW
11153333,Gentbrugge,9050,Rode-Kruisstraat,5-9,51.0284723,3.7641375,HOUSE,HOUSE,509000,BUY_REGULAR,,185,USA_HYPER_EQUIPPED,1,0,0,1,,1,84,170,3,0,AS_NEW
11103591,MOLENBEEK-SAINT-JEAN,1080,,,,,APARTMENT,APARTMENT,195000,BUY_REGULAR,,100,INSTALLED,1,,0,1,,,,,2,,TO_BE_DONE_UP
11147421,MONTEGNÉE,4420,Rue des Écoles,13,50.6419582,5.5208475,APARTMENT,APARTMENT,162138,BUY_REGULAR,,60,INSTALLED,1,,1,,,,,,2,,AS_NEW
11154822,Geel,2440,Kalvariebergstraat,30,51.1055629,4.9716744,HOUSE,BUNGALOW,499000,BUY_REGULAR,,165,SEMI_EQUIPPED,1,,1,1,,1,,11903,4,,TO_RENOVATE
10890097,Knokke-Heist,8300,Ferdinand Mosselmanstraat,7,51.3496524,3.2898276,APARTMENT,APARTMENT,639000,BUY_REGULAR,1,94,,,,0,,,,,,,,GOOD
10984827,Elsene,1050,Van Eyckstraat,1,50.8206767,4.3667163,APARTMENT,APARTMENT,732000,BUY_REGULAR,5,120,,,,0,1,19,,,,,,
10470742,Meise,1860,Baptist De Donderstraat,,50.9370426,4.3268568,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11148870,Antwerpen,2060,Lange Beeldekensstraat,174,51.2211957,4.4301226,HOUSE,MIXED_USE_BUILDING,225000,BUY_REGULAR,,245,,,,0,,,,,129,2,,
11153559,Mechelen,2800,Sint Katelijnestraat,55,51.0308354,4.4760314,HOUSE,EXCEPTIONAL_PROPERTY,299000,BUY_REGULAR,,100,USA_SEMI_EQUIPPED,1,0,0,1,5,,,46,2,,TO_RENOVATE
11113257,Gavere,9890,Broeckstraat,11,50.930874,3.6587791,APARTMENT,SERVICE_FLAT,185000,BUY_REGULAR,1,70,,1,,0,,,,,,2,,GOOD
10777288,Wezembeek-Oppem,1970,Avenue Astrid,93,50.8333181,4.498388,APARTMENT,SERVICE_FLAT,159000,BUY_REGULAR,,60,USA_INSTALLED,1,,0,1,,,,,2,,AS_NEW
11143899,Buggenhout,9255,Provincialebaan,,51.0312573,4.1918675,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11162182,Tubeke,1480,,,,,APARTMENT,DUPLEX,225000,BUY_REGULAR,,105,,,,0,,,,,,2,0,GOOD
11156437,Schaarbeek,1030,,,,,APARTMENT,APARTMENT,420000,BUY_REGULAR,,107,HYPER_EQUIPPED,1,0,0,1,12,,,,2,0,JUST_RENOVATED
10894645,Brussel,1000,Groendreef,14,50.8636117,4.3543189,APARTMENT,APARTMENT,169000,BUY_REGULAR,2,,,,,0,,,,,,,,GOOD
11163235,BORGLOON,3840,Slachthuisstraat,2,50.8048749,5.3407638,HOUSE,HOUSE,364300,BUY_REGULAR,,115,,,,0,,,1,46,0,2,,
11160709,Assenede,9960,Oude Gentweg,45,51.2182107,3.7477464,HOUSE,VILLA,525000,BUY_REGULAR,1,215,,,,0,,,,,1730,4,,GOOD
11011915,Knokke-Heist,8300,Duinenwater,4,51.3394009,3.2859442,APARTMENT,APARTMENT,1195000,BUY_REGULAR,15,140,HYPER_EQUIPPED,1,,0,,,,,,2,,AS_NEW
11000331,Schaarbeek,1030,,,,,APARTMENT,APARTMENT,190000,BUY_REGULAR,,72,INSTALLED,1,0,0,,,,,,2,0,GOOD
11043486,Ruisbroek,2870,Kerkstraat,107,51.0833344,4.3242777,APARTMENT,APARTMENT,149000,BUY_REGULAR,,85,SEMI_EQUIPPED,1,,1,1,18,1,104,,2,,GOOD
11145292,Ville de Bruxelles,1000,Rue Du Marché Aux Herbes - Grasmarkt,46,50.8476358,4.3529321,APARTMENT,APARTMENT,340000,BUY_REGULAR,,87,INSTALLED,1,,0,,,,,,,0,AS_NEW
10610625,Ellezelles,7890,Ruelle de  Ecoles,25,50.7352711,3.6819951,APARTMENT,APARTMENT,299000,BUY_REGULAR,9,95,,1,,0,1,12,1,3000,,4,,GOOD
11162347,Nassogne,6950,Route Nationale 4,57,50.1565817,5.4133229,HOUSE,HOUSE,249000,BUY_REGULAR,,143,INSTALLED,1,0,0,1,,1,200,492,4,0,AS_NEW
11161324,Mechelen,2800,Koningin Astridlaan,132,51.0240088,4.468717,APARTMENT,APARTMENT,392689,BUY_REGULAR,5,95,,,,0,1,11,,,,,,
